spot,nuclei_count
spot_1,6
spot_10,3
spot_100,5
spot_101,6
spot_102,6
spot_103,9
spot_104,2
spot_105,7
spot_106,1
spot_107,4
spot_108,5
spot_109,4
spot_11,7
spot_110,6
spot_111,7
spot_112,8
spot_113,5
spot_114,5
spot_115,8
spot_116,3
spot_117,6
spot_118,7
spot_119,4
spot_12,6
spot_120,5
spot_121,4
spot_122,4
spot_123,4
spot_124,3
spot_125,3
spot_126,4
spot_127,6
spot_128,6
spot_129,4
spot_13,3
spot_130,6
spot_132,5
spot_133,3
spot_134,4
spot_135,6
spot_136,3
spot_137,4
spot_138,6
spot_139,12
spot_14,5
spot_140,1
spot_141,5
spot_142,6
spot_143,2
spot_144,5
spot_145,6
spot_146,10
spot_147,6
spot_148,4
spot_149,3
spot_15,6
spot_150,5
spot_151,4
spot_152,2
spot_153,5
spot_154,6
spot_155,6
spot_156,4
spot_157,2
spot_158,7
spot_159,3
spot_16,5
spot_160,2
spot_161,5
spot_162,5
spot_163,2
spot_164,3
spot_165,3
spot_166,6
spot_167,4
spot_168,2
spot_169,4
spot_17,5
spot_170,5
spot_171,7
spot_172,6
spot_173,4
spot_174,5
spot_175,1
spot_176,5
spot_177,3
spot_178,3
spot_179,8
spot_18,1
spot_180,8
spot_181,6
spot_182,3
spot_183,5
spot_184,7
spot_185,1
spot_186,3
spot_187,2
spot_188,2
spot_189,2
spot_19,5
spot_190,2
spot_191,5
spot_192,5
spot_193,4
spot_194,6
spot_195,2
spot_196,4
spot_197,10
spot_198,5
spot_199,6
spot_2,3
spot_20,7
spot_200,4
spot_201,1
spot_202,6
spot_203,5
spot_204,4
spot_205,6
spot_206,6
spot_207,5
spot_208,5
spot_209,4
spot_21,4
spot_210,4
spot_211,3
spot_212,6
spot_213,5
spot_214,9
spot_215,1
spot_216,6
spot_217,8
spot_218,12
spot_219,5
spot_22,4
spot_220,7
spot_221,6
spot_222,4
spot_223,6
spot_224,6
spot_225,5
spot_226,2
spot_227,2
spot_228,4
spot_229,4
spot_23,6
spot_230,5
spot_231,6
spot_232,2
spot_233,12
spot_234,5
spot_235,4
spot_236,6
spot_237,9
spot_238,7
spot_239,4
spot_24,6
spot_240,5
spot_241,8
spot_242,10
spot_243,3
spot_244,8
spot_245,4
spot_246,5
spot_247,3
spot_248,4
spot_249,4
spot_25,2
spot_250,2
spot_251,4
spot_252,1
spot_253,7
spot_254,10
spot_255,5
spot_256,6
spot_257,8
spot_258,4
spot_259,3
spot_26,4
spot_260,5
spot_261,4
spot_262,4
spot_263,5
spot_264,4
spot_265,6
spot_266,2
spot_267,5
spot_268,7
spot_269,6
spot_27,7
spot_270,6
spot_271,4
spot_272,4
spot_273,7
spot_274,8
spot_275,6
spot_276,10
spot_277,5
spot_278,5
spot_279,5
spot_28,5
spot_280,10
spot_281,1
spot_282,4
spot_283,6
spot_284,3
spot_285,9
spot_286,2
spot_287,4
spot_288,10
spot_289,1
spot_29,7
spot_290,1
spot_291,3
spot_292,5
spot_293,7
spot_294,7
spot_295,9
spot_296,9
spot_297,2
spot_298,5
spot_299,9
spot_3,3
spot_30,7
spot_300,6
spot_301,1
spot_302,4
spot_303,8
spot_304,9
spot_305,4
spot_306,3
spot_307,7
spot_308,6
spot_309,5
spot_31,3
spot_310,4
spot_311,10
spot_312,4
spot_313,4
spot_314,4
spot_315,3
spot_316,3
spot_317,9
spot_318,3
spot_319,6
spot_32,7
spot_320,5
spot_321,6
spot_322,8
spot_323,5
spot_324,12
spot_325,12
spot_326,2
spot_327,7
spot_328,5
spot_329,7
spot_33,5
spot_330,4
spot_331,4
spot_332,4
spot_333,5
spot_334,5
spot_335,2
spot_336,4
spot_337,2
spot_338,7
spot_339,5
spot_34,6
spot_340,7
spot_341,8
spot_342,4
spot_343,4
spot_344,8
spot_345,12
spot_346,3
spot_347,6
spot_348,8
spot_349,9
spot_35,7
spot_350,1
spot_351,5
spot_352,8
spot_353,11
spot_354,3
spot_355,7
spot_356,7
spot_357,5
spot_358,7
spot_359,6
spot_36,8
spot_360,8
spot_361,3
spot_362,4
spot_363,7
spot_364,7
spot_365,5
spot_366,6
spot_367,4
spot_368,1
spot_369,3
spot_37,3
spot_370,6
spot_371,4
spot_372,5
spot_373,3
spot_374,4
spot_375,4
spot_376,1
spot_377,5
spot_378,11
spot_379,5
spot_38,3
spot_380,3
spot_381,3
spot_383,4
spot_384,8
spot_385,9
spot_386,3
spot_387,9
spot_388,11
spot_389,3
spot_39,9
spot_390,6
spot_391,6
spot_392,4
spot_393,4
spot_394,1
spot_395,3
spot_396,3
spot_397,7
spot_398,6
spot_399,5
spot_4,6
spot_40,5
spot_400,7
spot_401,5
spot_402,6
spot_403,8
spot_404,4
spot_405,5
spot_406,9
spot_407,7
spot_408,6
spot_409,6
spot_41,6
spot_410,5
spot_411,1
spot_412,4
spot_413,7
spot_414,6
spot_415,4
spot_416,4
spot_417,7
spot_418,5
spot_419,4
spot_42,4
spot_420,5
spot_421,7
spot_422,6
spot_423,3
spot_424,6
spot_425,8
spot_426,7
spot_427,3
spot_428,3
spot_429,4
spot_43,2
spot_430,5
spot_431,6
spot_432,6
spot_433,4
spot_434,2
spot_435,5
spot_436,2
spot_437,7
spot_438,6
spot_439,9
spot_44,6
spot_440,6
spot_441,5
spot_442,6
spot_443,4
spot_444,6
spot_445,6
spot_446,7
spot_447,7
spot_448,2
spot_449,4
spot_45,4
spot_450,6
spot_451,7
spot_452,7
spot_453,4
spot_454,4
spot_455,8
spot_456,4
spot_457,4
spot_458,3
spot_459,3
spot_46,5
spot_460,5
spot_461,7
spot_462,6
spot_463,3
spot_464,9
spot_465,5
spot_466,5
spot_467,7
spot_468,4
spot_469,4
spot_47,2
spot_470,6
spot_471,1
spot_472,5
spot_473,4
spot_474,5
spot_475,2
spot_476,3
spot_477,5
spot_478,7
spot_479,6
spot_48,4
spot_480,6
spot_481,7
spot_482,5
spot_483,5
spot_484,5
spot_485,4
spot_486,3
spot_487,6
spot_488,10
spot_489,7
spot_49,8
spot_490,4
spot_491,11
spot_492,7
spot_493,3
spot_494,6
spot_495,8
spot_496,2
spot_497,4
spot_498,6
spot_499,2
spot_5,4
spot_50,8
spot_500,2
spot_501,8
spot_502,5
spot_503,8
spot_504,5
spot_505,5
spot_506,3
spot_507,5
spot_508,3
spot_509,5
spot_51,3
spot_510,4
spot_511,6
spot_512,6
spot_513,7
spot_514,5
spot_515,4
spot_516,2
spot_517,6
spot_518,5
spot_519,3
spot_52,12
spot_520,6
spot_521,4
spot_522,6
spot_523,5
spot_524,4
spot_525,2
spot_526,6
spot_527,6
spot_528,4
spot_529,4
spot_53,7
spot_530,6
spot_531,4
spot_532,7
spot_533,1
spot_534,5
spot_535,6
spot_536,4
spot_537,7
spot_538,7
spot_539,5
spot_54,5
spot_540,2
spot_541,10
spot_542,3
spot_543,7
spot_544,9
spot_545,4
spot_546,5
spot_547,2
spot_548,4
spot_549,5
spot_55,9
spot_550,7
spot_551,5
spot_552,3
spot_553,8
spot_554,3
spot_555,7
spot_556,8
spot_557,5
spot_558,4
spot_559,5
spot_56,7
spot_560,3
spot_561,3
spot_562,5
spot_563,9
spot_564,7
spot_565,2
spot_566,4
spot_567,8
spot_568,6
spot_569,4
spot_57,2
spot_570,7
spot_571,2
spot_572,4
spot_573,4
spot_574,5
spot_575,3
spot_576,5
spot_577,5
spot_578,7
spot_579,2
spot_58,6
spot_580,7
spot_581,7
spot_582,4
spot_583,5
spot_584,5
spot_585,6
spot_586,1
spot_587,9
spot_588,5
spot_589,4
spot_59,8
spot_590,3
spot_591,8
spot_592,7
spot_593,4
spot_594,6
spot_595,4
spot_596,6
spot_597,3
spot_598,1
spot_599,4
spot_6,7
spot_60,5
spot_600,6
spot_601,2
spot_602,8
spot_603,7
spot_604,5
spot_605,8
spot_606,7
spot_607,1
spot_608,7
spot_609,5
spot_61,9
spot_610,4
spot_611,6
spot_612,4
spot_613,6
spot_614,5
spot_615,8
spot_616,3
spot_617,7
spot_618,5
spot_619,7
spot_62,5
spot_620,3
spot_621,6
spot_622,6
spot_623,1
spot_624,3
spot_625,7
spot_626,8
spot_627,10
spot_628,7
spot_629,5
spot_63,4
spot_630,6
spot_631,4
spot_632,6
spot_633,5
spot_634,4
spot_635,6
spot_636,4
spot_637,7
spot_638,3
spot_639,4
spot_64,7
spot_640,7
spot_641,1
spot_642,5
spot_643,2
spot_644,4
spot_645,1
spot_646,8
spot_647,7
spot_648,9
spot_649,4
spot_65,4
spot_650,4
spot_651,2
spot_652,4
spot_653,5
spot_654,3
spot_655,4
spot_656,4
spot_657,6
spot_658,4
spot_659,4
spot_66,6
spot_660,4
spot_661,4
spot_662,4
spot_663,4
spot_664,9
spot_665,3
spot_666,7
spot_667,8
spot_668,5
spot_669,11
spot_67,6
spot_670,2
spot_671,2
spot_672,7
spot_673,7
spot_674,6
spot_675,4
spot_676,7
spot_677,3
spot_678,7
spot_679,4
spot_68,4
spot_680,4
spot_682,2
spot_683,7
spot_684,5
spot_685,3
spot_686,1
spot_687,5
spot_688,4
spot_689,4
spot_69,3
spot_690,6
spot_691,10
spot_692,3
spot_693,9
spot_694,7
spot_695,9
spot_696,4
spot_697,5
spot_698,6
spot_699,6
spot_7,2
spot_70,4
spot_700,4
spot_701,9
spot_702,6
spot_703,4
spot_704,3
spot_705,8
spot_706,4
spot_707,4
spot_708,8
spot_709,3
spot_71,4
spot_710,3
spot_711,6
spot_712,11
spot_713,5
spot_714,4
spot_715,4
spot_716,4
spot_717,4
spot_718,6
spot_719,5
spot_72,7
spot_720,8
spot_721,3
spot_722,1
spot_723,7
spot_724,4
spot_725,6
spot_726,4
spot_727,8
spot_728,7
spot_729,4
spot_73,12
spot_730,13
spot_731,8
spot_732,10
spot_733,1
spot_734,4
spot_735,7
spot_736,2
spot_737,4
spot_738,9
spot_739,4
spot_74,6
spot_740,8
spot_741,7
spot_742,1
spot_743,8
spot_744,8
spot_745,4
spot_746,4
spot_747,6
spot_748,5
spot_749,6
spot_75,7
spot_750,8
spot_751,7
spot_752,5
spot_753,7
spot_754,6
spot_755,7
spot_756,1
spot_757,8
spot_758,11
spot_759,4
spot_76,4
spot_760,1
spot_761,1
spot_762,3
spot_763,9
spot_764,9
spot_765,5
spot_766,5
spot_767,3
spot_768,5
spot_769,8
spot_77,10
spot_770,5
spot_771,5
spot_772,3
spot_773,5
spot_774,6
spot_775,7
spot_776,6
spot_777,3
spot_778,6
spot_779,4
spot_78,6
spot_780,2
spot_781,9
spot_782,9
spot_783,5
spot_784,12
spot_785,4
spot_786,6
spot_787,4
spot_788,8
spot_789,2
spot_79,3
spot_790,5
spot_791,3
spot_792,7
spot_793,7
spot_794,2
spot_795,3
spot_796,5
spot_797,3
spot_798,8
spot_799,1
spot_8,4
spot_80,3
spot_800,3
spot_801,6
spot_802,7
spot_803,1
spot_804,5
spot_805,2
spot_806,3
spot_807,6
spot_808,2
spot_809,2
spot_81,6
spot_810,4
spot_811,2
spot_812,4
spot_813,3
spot_814,7
spot_815,4
spot_816,6
spot_817,3
spot_818,3
spot_819,5
spot_82,1
spot_820,4
spot_821,5
spot_822,3
spot_823,7
spot_824,8
spot_825,4
spot_826,6
spot_827,8
spot_828,7
spot_829,7
spot_83,5
spot_830,10
spot_831,5
spot_832,8
spot_833,8
spot_835,8
spot_836,1
spot_837,8
spot_838,3
spot_839,6
spot_84,6
spot_840,4
spot_841,9
spot_842,4
spot_843,4
spot_844,3
spot_845,9
spot_846,6
spot_847,3
spot_848,4
spot_849,11
spot_85,5
spot_850,7
spot_851,3
spot_852,4
spot_853,3
spot_854,6
spot_855,6
spot_856,7
spot_857,3
spot_858,7
spot_859,8
spot_86,3
spot_860,5
spot_861,2
spot_862,5
spot_863,5
spot_864,3
spot_865,7
spot_866,5
spot_867,10
spot_868,7
spot_869,6
spot_87,5
spot_870,5
spot_871,5
spot_872,8
spot_873,7
spot_874,7
spot_875,7
spot_876,4
spot_877,1
spot_878,7
spot_879,1
spot_88,8
spot_880,7
spot_881,6
spot_882,3
spot_883,11
spot_884,7
spot_885,8
spot_886,4
spot_887,7
spot_888,3
spot_889,6
spot_89,6
spot_890,3
spot_891,3
spot_892,5
spot_893,3
spot_894,4
spot_895,3
spot_896,4
spot_897,1
spot_898,7
spot_899,9
spot_9,10
spot_90,4
spot_900,4
spot_901,5
spot_902,5
spot_903,7
spot_904,4
spot_905,9
spot_906,4
spot_907,8
spot_908,8
spot_909,2
spot_91,2
spot_910,2
spot_911,11
spot_912,7
spot_913,7
spot_914,2
spot_915,2
spot_916,7
spot_917,7
spot_918,4
spot_919,3
spot_92,3
spot_920,5
spot_921,5
spot_922,9
spot_923,8
spot_924,2
spot_925,5
spot_926,3
spot_928,10
spot_929,3
spot_93,3
spot_930,7
spot_931,7
spot_932,3
spot_933,11
spot_934,5
spot_935,6
spot_936,2
spot_937,8
spot_938,10
spot_939,5
spot_94,5
spot_940,10
spot_941,3
spot_942,5
spot_943,8
spot_944,5
spot_945,6
spot_946,7
spot_947,7
spot_948,5
spot_949,6
spot_95,7
spot_950,6
spot_951,9
spot_952,2
spot_953,3
spot_954,4
spot_955,9
spot_956,5
spot_957,6
spot_958,5
spot_959,3
spot_96,9
spot_960,8
spot_961,3
spot_97,4
spot_98,7
spot_99,6
